Protein,AMIKACIN,AMP,AZITHROMYCIN,BDQ,CAP,CEF,CHLORAMPHENICOL,CIPROFLOXACIN,CLARYTHROMYCIN,CLOFAZIMINE,CPZ,CYCLOSERINED,DELx,DOXYCYCLINE,ECONAZOLE,EMB,EMBx,ERY,ETA,ETHIDIUMBROMIDE,FUSIDICACID,INH,Kanamycin,LEVO,LINEZOLID,LZDx,MENADIONE,MINOCYCLINE,MTM,Moxifloxacin,NIGERICIN,NITROFURANTOIN,NORFLOXACIN,NOVOBIOCIN,OFLOX,OFX1,OXA,PA824,PBTZ169x,RIF,ROX,SM,SPECTINOMYCIN,SQ109,SUTx,TET,THZ (1hrMIC),TRZ,TUNICAMYCIN,VANCOMYCIN,VERAPAMIL,VERx
O53260,1656167.099,1089408.764,923314.2181,101678.4217,1668389.159,1137444.222,1107226.97,62496.8096,863450.3264,65028.8887,166404.8236,1518396.539,670226.1315,989842.708,81455.44039,2042201.83,2042201.83,847825.2974,2131040.046,128139.8943,855763.8904,1579100.783,1650159.76,67126.14288,1348733.673,1348733.673,1217328.482,721171.0197,882984.2212,66291.72677,1350166.177,1164790.096,62998.57126,149635.3298,67126.14288,67126.14288,338924.0329,726062.4801,550153.7492,107621.6406,787018.4345,1478342.083,855034.5112,1878291.879,408025.6586,778624.7808,2763276.209,93374.88518,1410970.585,96292.53966,115190.5295,115190.5295
O53287,1243355.653,844462.6983,695984.6998,84077.08947,1263071.965,969266.3995,1188047.663,34808.9836,670616.5,44153.8793,173770.7416,1020964.704,728733.9186,778237.1239,47761.05963,1604287.585,1604287.585,673733.981,1583518.438,139767.5599,795356.3734,1448197.297,1244761.873,34432.32546,1192257.074,1192257.074,1056559.293,790550.4028,679366.9771,33791.09527,1147120.625,1034555.662,34855.60085,121890.9533,34432.32546,34432.32546,639989.0375,780570.8002,542993.9335,41842.65878,661593.6625,1180120.683,807213.4993,1458836.572,408375.4983,784580.9505,2147450.382,66896.68747,1107562.157,72179.5566,91938.16621,91938.16621
O53298,432527.1392,473867.76,496929.0373,118094.9932,428259.9746,339258.9567,541378.1816,64378.71814,436271.0833,38386.74875,87540.56937,810855.8058,141621.0098,355181.0493,96949.11803,799141.6395,799141.6395,436263.4333,1330938.096,159071.1015,230165.1893,814267.3216,662393.1901,56042.00234,534795.0855,534795.0855,355921.7119,397854.7115,513747.5999,52904.04379,550290.2763,479748.8684,62516.91647,162988.0271,56042.00234,56042.00234,506266.3676,207605.1052,143036.9059,46525.83066,395707.2613,637951.2219,448416.7273,497598.3685,451747.4591,345084.8997,2411416.487,78261.19734,516031.1391,99245.3374,116452.9906,116452.9906
O53310,935649.009,484587.9714,515864.6545,37920.4671,887016.4689,396540.4152,689063.4187,31631.59746,498586.6251,60713.28613,136462.6507,755965.4306,463532.5544,393631.9328,60638.2237,1103094.653,1103094.653,499531.8176,1051992.351,150746.552,444328.5104,652924.307,1022046.714,20129.61935,769075.0661,769075.0661,508746.5943,353282.5864,466069.0103,20711.01381,846457.6336,696703.0153,22467.40738,79066.7577,20129.61935,20129.61935,377748.9923,536309.9779,323854.2909,37497.01367,440311.2011,762436.9557,447033.4124,958503.0032,271095.078,397286.8107,1985450.191,47738.91013,887810.959,31582.23338,86161.17658,86161.17658
O53311,804850.3382,1435401.443,1190937.496,1063620.609,665374.2148,1167225.624,1598345.863,648522.5044,1146083.677,996919.39,963056.2696,1790371.213,1116358.648,942357.1773,959737.3655,2430910.218,2430910.218,1151255.027,2949479.654,938433.5148,1240430.569,1932261.893,883012.3216,1132004.968,871899.2297,871899.2297,1244106.473,946034.8238,1171143.703,700239.0793,1004787.423,1152606.108,633768.6442,1213648.09,1132004.968,1132004.968,1194849.127,1071050.07,967907.471,1201263.406,1002100.438,944934.9747,1002302.154,909756.1732,1670877.938,936370.9704,3106572.242,1007768.141,890217.0309,767763.9746,913813.0783,913813.0783
O53312,1458365.3,775071.537,1054322.788,171720.2363,1337094.356,764475.8013,956366.523,62996.4734,931055.7312,917752.7862,715787.4407,929226.3602,251750.5858,766359.3541,835764.9936,1712677.712,1712677.712,931055.7312,1414988.38,1355168.1,977214.3788,1167332.365,1727357.133,83185.57407,1293594.651,1293594.651,905415.4859,767081.6741,941022.0788,62551.6034,1425914.892,846465.6531,62933.09877,82278.61804,83185.57407,83185.57407,525250.4658,370587.8497,239292.9597,14701.62337,865634.2761,1325785.853,789359.7873,1517445.134,400747.6271,767904.1541,1980462.674,81233.88393,1149502.118,18563.5335,301921.071,301921.071
O53313,229672.2359,437113.8219,144042.495,25856.13095,272508.886,143847.0579,811694.0754,21162.25224,154826.6085,95771.9467,220309.7477,491067.0976,121580.0103,114518.519,79868.37577,422009.0324,422009.0324,149727.3255,886753.1876,278630.6727,215811.2405,925679.4526,295317.1422,28189.68023,175499.6895,175499.6895,249671.8104,145456.1334,181690.1006,23477.92664,330189.8632,833986.5596,16011.05233,87601.01217,28189.68023,28189.68023,620348.8378,177029.3365,97201.3954,25878.15571,154120.7749,292906.835,147809.7926,421540.7728,421661.0347,121755.346,1208119.754,14459.68131,193290.6186,15662.17878,30141.05003,30141.05003
O53314,1053331.784,2058234.075,778608.5377,158937.8148,970741.7287,925591.4154,1156721.548,155572.524,791862.6019,179053.2171,240861.5459,2570191.581,385634.6217,760098.7994,228430.3498,1680365.626,1680365.626,791678.9019,1537099.944,334533.5028,564914.9782,2669852.005,1021560.76,148135.3187,979019.9007,979019.9007,712591.8137,791179.7725,905083.7176,179254.5752,952043.1254,1697199.228,128886.3281,208241.6728,148135.3187,148135.3187,3356770.772,477858.7166,377604.5416,105905.3584,795324.0351,1153620.823,885410.1592,787363.953,3958330.217,765700.058,2210026.788,200046.5968,1056225.557,135845.8284,186464.1846,186464.1846
O53315,1128830.33,2297617.42,1141528.394,69361.24611,1029657.637,909648.5009,2408217.633,39731.64779,886444.3635,36185.89987,137767.3116,2745293.108,166520.2194,872875.4702,26481.02203,1709297.682,1709297.682,886249.3635,1720710.133,163161.4368,570562.6199,2850160.635,1310687.894,40540.17711,992997.1951,992997.1951,655743.3118,881243.9488,1162825.614,32983.23364,873976.9326,2745040.774,37618.26946,92810.14111,40540.17711,40540.17711,3796401.224,195847.9593,177592.0719,46383.41669,809504.5275,990524.5056,896964.5899,858753.7204,4399487.723,874707.9555,2652135.174,60776.84779,1053693.905,56703.88782,54577.98986,54577.98986
O53316,627453.3506,612077.4011,563818.0912,127492.3743,585764.196,537567.9957,1890140.378,135140.8153,613038.2279,88585.43504,198215.596,692758.869,233513.2639,577459.0925,120352.4481,699672.3553,699672.3553,609128.1989,1026166.24,144542.0904,575558.6775,1090129.545,681148.7906,158896.0049,523353.7626,523353.7626,594879.3751,585114.0675,565649.1063,112608.4693,693611.9822,1883202.889,124528.2811,197190.524,158896.0049,158896.0049,572581.3875,274300.4084,161747.9594,154041.1908,542687.7277,752458.7741,607700.9274,711508.2777,450057.2266,559248.9492,1201852.179,100073.351,475689.7547,166322.083,162337.4544,162337.4544
O53317,1935855.018,1218793.793,1392999.397,104900.8366,2467445.261,1666280.862,1304950.549,85367.35502,1243605.304,118387.8492,179800.6583,1584038.986,607212.1704,1431378.895,183238.9236,2112134.505,2112134.505,1243793.605,2662912.681,239027.3149,1126843.403,1612516.839,2061825.106,109376.1379,1994513.852,1994513.852,1246744.796,1331975.469,1324465.485,133269.8521,1839619.269,1098883.9,120400.6137,159128.5564,109376.1379,109376.1379,525192.9027,614576.9127,373266.1008,147099.5895,1332656.498,2681131.924,1305743.211,2158962.872,563090.8818,1430749.412,3957646.401,161516.5465,2374992.511,113173.5538,128934.3542,128934.3542
O53319,1019504.157,533473.9509,554052.6574,100668.0279,887610.7865,351181.8352,919372.0511,27381.708,487785.9807,29761.65256,170350.0426,753129.2233,119088.3738,418732.8936,36752.7877,1552094.557,1552094.557,467398.8867,1735253.56,140082.3471,535974.8915,767604.7905,1074963.46,27909.60689,834835.5411,834835.5411,556806.2728,421819.3593,471033.2403,49868.50142,1026635.652,701691.3495,36549.86767,121107.3365,27909.60689,27909.60689,570617.1771,139523.0686,145211.2813,54255.371,456170.652,919047.2763,486427.5013,1085704.753,539809.7776,413257.2177,2650684.206,45945.32295,777430.1138,65262.40831,85977.36254,85977.36254
O53321,682239.0853,808146.4468,421021.0742,81667.57315,741912.214,592889.6877,882023.6562,37087.66941,433125.693,39154.20217,205752.3751,1017722.323,650404.737,737170.53,69162.03553,884719.3156,884719.3156,427604.7667,1528406.57,225213.6477,478581.0301,1328135.609,646919.272,47373.50638,508239.46,508239.46,828400.6307,731426.74,489961.8322,39364.37537,394963.4567,1003512.627,34597.38568,54921.01101,47373.50638,47373.50638,502171.8351,699282.9546,499520.5488,47466.68077,468041.0606,575258.4912,656364.5982,775506.648,597350.5462,730638.575,1779478.946,52963.34065,649742.5645,54266.0472,117577.3475,117577.3475
O53322,858533.2544,921585.944,618765.8479,44639.848,707447.9716,717409.6867,729283.0188,48938.54945,580399.2836,41895.07053,78471.05323,1201451.539,91170.57563,672876.1469,137534.7457,958342.9695,958342.9695,580399.2836,939787.8497,135639.5397,449127.4971,1236945.804,803628.3244,48225.84528,570033.0716,570033.0716,753585.1216,670302.4484,488772.4724,37788.21413,575737.701,935814.6609,39429.07361,166435.5741,48225.84528,48225.84528,721092.87,137586.9446,55617.59573,40484.91948,567274.1277,783629.2195,705470.7282,850022.99,642337.4411,659192.3719,997050.9243,41638.347,443319.6656,41347.84505,107433.979,107433.979
O53323,1639123.549,518540.1797,1846197.638,221720.1639,1549622.67,1489251.663,759133.6091,103846.8113,2065371.353,106215.2388,181159.3278,548758.1108,166773.2663,1496999.833,110799.1921,464909.4992,464909.4992,2056373.087,571750.415,202489.3585,1915586.759,626520.8789,1709383.124,108129.4864,1374243.754,1374243.754,1557048.357,1579842.799,2116294.14,100787.0607,1759891.925,668385.8557,100077.2599,184916.7448,108129.4864,108129.4864,560843.2795,153708.1812,147792.3043,113409.8714,1763233.995,1710291.763,1837662.1,1763408.006,457915.5914,1552370.828,445458.9421,130220.6709,1365911.458,163440.3588,202061.8741,202061.8741
O53324,319663.3448,332184.28,194257.3925,74859.31608,379926.0242,285455.9437,445653.8115,60770.96385,216903.9963,52226.22295,84194.80593,628882.2075,124536.1645,191893.5638,43007.40827,742750.124,742750.124,218396.1199,817155.3596,139060.9137,351581.0352,633962.5663,235906.3853,62379.30129,384209.321,384209.321,476953.6763,224813.7785,260854.5372,47895.60116,390314.211,343277.4034,61760.90537,177433.1215,62379.30129,62379.30129,359086.0436,160372.3466,121599.1593,48558.98178,234534.1551,302622.4949,145561.1848,458142.9638,451197.896,192630.1398,1161866.126,82997.43517,263800.9855,113215.2584,79600.42803,79600.42803
O53325,402283.7662,619773.1173,263311.6145,134544.1195,492358.3665,422190.8884,744256.5413,20036.41142,274350.3712,69508.10112,140598.8309,823489.4971,84800.41463,389133.3129,127206.0387,1860101.819,1860101.819,297740.7045,1946877.847,100220.361,375962.0525,1006852.84,382272.1195,69193.87459,532091.1595,532091.1595,521254.9423,366929.7732,303635.2532,48746.37246,288886.269,412350.3921,19223.50442,152108.8066,69193.87459,69193.87459,504323.2871,92925.359,59802.0159,52439.78087,370091.5099,248513.1903,294450.632,594153.8738,822729.6509,357702.5889,1957513.418,35716.41472,341214.6643,47356.85208,300342.448,300342.448
O53327,404694.4541,294854.1008,365871.9578,83177.07067,425365.9461,561807.036,428924.6284,69322.12413,282152.137,52809.72668,196162.9098,600290.9299,589674.5469,301343.4725,307481.4991,529827.3927,529827.3927,236002.6545,789456.0794,373257.8701,254092.8323,535668.368,586968.8826,118405.0565,689168.6603,689168.6603,722060.1671,324162.468,438327.0756,124976.0678,363677.9484,477497.3816,60416.76099,92264.80905,118405.0565,118405.0565,214516.1601,622548.913,535158.0049,120399.6458,311901.974,529749.2632,430710.3776,496900.9589,175474.1488,314301.9592,1134382.248,157220.6507,250275.8897,58760.86244,107130.4652,107130.4652
O53329,521203.9061,1273268.942,1097783.083,1276094.174,996046.8926,913448.0824,1669078.161,1318947.66,989640.2319,989743.6115,2002933.674,1257197.075,1652318.006,1140869.185,1056943.592,1681846.293,1681846.293,988044.2319,1456545.12,1333399.08,994658.5943,1242834.486,688213.6433,1712973.843,1232375.006,1232375.006,1258262.5,1132038.887,610521.9913,1666200.45,1957275.703,1213772.804,1430900.201,1021636.586,1712973.843,1712973.843,1337647.144,1581787.893,1129534.36,1912769.288,1076923.898,1233597.565,895455.1779,1837150.381,1217222.571,1045136.787,1199889.39,1052558.869,939363.1185,1104930.317,2150638.303,2150638.303
O53334,547553.6352,185385.7128,262683.0869,67800.07037,499393.8908,504971.3101,157382.196,50884.25333,311441.6032,300811.5243,302910.9492,461027.8993,413024.5354,306922.1304,134137.0071,649525.4519,649525.4519,311438.1852,611163.5787,314986.6586,329315.5059,445589.3721,645396.5402,35707.53933,491259.4049,491259.4049,505328.7979,291813.4687,369984.9375,34719.2737,410704.494,198674.9432,36089.55533,118297.2587,35707.53933,35707.53933,169522.7954,486163.8344,296260.809,41835.18238,340342.9693,369875.3277,357893.3583,667914.4744,262886.8891,273487.9777,758278.8305,45565.009,405979.6743,38709.19533,162673.6942,162673.6942
O53336,222297.8237,397996.7862,233657.0277,103633.6172,312030.5018,221889.1732,696416.3327,49113.67697,253638.5512,37170.16232,90789.34274,758367.4484,504608.9121,265634.4886,64868.52783,1783999.245,1783999.245,253638.6492,1847760.355,185732.1473,494789.9212,828615.4087,230020.3281,45340.01936,359531.1585,359531.1585,599829.0195,276875.3091,208989.5555,98242.06891,396237.4054,450649.8857,82503.22834,126840.2492,45340.01936,45340.01936,356090.4637,508069.5345,383545.194,66985.90057,249008.0718,230131.7659,235560.7,410589.8742,939238.1993,269145.1803,2155682.766,46096.505,177084.8391,71076.1002,140087.8997,140087.8997
O53338,715087.0512,1915951.568,859067.1495,92946.34923,709008.4005,739469.4716,1087268.798,97273.63344,755089.5247,56770.75547,99558.81403,2268545.216,147333.7746,739256.7216,72714.30511,1250718.767,1250718.767,759644.4657,1176726.829,97294.32428,504261.7701,2445609.862,963814.977,100167.0065,781463.2417,781463.2417,494996.9338,793639.4021,967458.2974,90221.13378,831845.6651,1262355.844,97258.98119,200300.1328,100167.0065,100167.0065,3054953.135,172396.9461,163806.7602,95098.93516,736109.7844,958668.1368,808666.6432,503222.1258,3817127.891,761806.1362,1747631.683,80843.01079,958981.6207,133260.2859,88723.26816,88723.26816
O53341,2172835.232,454390.8946,2017241.2,173111.1717,1980616.067,1480459.039,742377.3116,59202.70947,2383534.599,79847.67243,158897.1664,866952.309,200318.8697,1828521.776,73304.81386,2345352.538,2345352.538,2383534.439,1905782.177,140399.3541,2199032.167,762308.9347,2207760.33,57716.34171,1587556.856,1587556.856,1818368.33,1847366.816,2304446.878,34511.05014,2372315.165,561093.0329,59491.00401,138009.4839,57716.34171,57716.34171,921968.8244,190900.9699,168212.8041,33233.99582,2033626.941,2192762.931,2115760.527,2291245.237,1190309.04,1831781.169,1960707.838,51527.67352,1682515.611,127805.1788,167819.4651,167819.4651
O53342,192977.4861,547824.5982,357593.8034,107295.334,237446.6635,419595.716,1395982.352,135695.3011,257307.9306,79983.7729,132020.0995,685079.6472,372337.5344,330640.219,134106.2036,500448.4437,500448.4437,257018.8236,991777.4739,135410.0043,198382.7317,1020787.062,452548.8884,123963.3415,310026.545,310026.545,434127.3435,362258.3796,499451.7127,113730.5498,193444.3767,1309773.012,121380.2721,142907.9976,123963.3415,123963.3415,453701.0159,446635.8862,306880.4782,98607.56688,191382.9923,359776.5507,309388.2551,402002.9332,540902.6829,326954.4288,1363234.457,103761.8969,234919.5999,84847.06007,93485.71553,93485.71553
O53343,2007083.224,688968.121,2109493.035,186111.8668,1883333.463,1715200.446,564284.1997,59318.53896,2381564.727,140642.9235,239648.4887,649418.7313,171087.9066,1826555.237,138405.9698,845532.5481,845532.5481,2381032.315,1231147.849,236403.4366,2243429.136,1222194.582,2359129.351,71522.70161,1573346.617,1573346.617,2046443.194,1843951.477,2622612.481,74637.00605,2176678.954,602825.9132,57638.89349,156662.0857,71522.70161,71522.70161,692737.2001,167631.2937,175468.4759,95715.49573,2013864.472,2085286.882,2110709.773,2195624.246,625399.4068,1827763.038,1444637.637,106981.4345,1659925.049,118026.9324,164569.2685,164569.2685
O53346,2162174.43,1876639.135,2007822.924,92107.86158,2611464.901,1267053.919,1568568.705,51103.09121,1701476.037,38495.58528,101392.355,2579278.506,206213.1911,1802341.289,96033.92093,3092548.74,3092548.74,1701281.037,2834252.325,274028.1431,1736744.737,2534829.048,2404597.797,72533.90902,2214640.632,2214640.632,1888853.915,1802455.643,1953090.274,39031.12988,2495064.685,1242964.827,55687.98804,85360.26506,72533.90902,72533.90902,723022.4028,206743.5461,159446.2246,35055.44722,1819936.336,2319270.769,1572722.275,2839444.587,929820.3038,1808437.933,3497150.752,54256.83239,2313076.273,76351.35241,110599.6,110599.6
O53351,773270.4006,1611992.679,1405923.698,1172622.744,1157582.874,1172869.679,1774912.526,1477756.775,1368466.576,1109808.442,1916370.437,1220768.852,1734451.311,971688.9536,1466611.278,1349703.093,1349703.093,1415779.326,1453848.147,1528238.454,1224054.276,1082486.481,818043.152,1703928.639,1256538.427,1256538.427,1218041.976,964851.1202,909567.4643,1723464.009,2021792.885,1275075.423,1466875.315,1062465.308,1703928.639,1703928.639,1416071.434,1969303.039,1532012.355,2252178.347,1131546.507,1636520.866,1107156.277,1641715.389,950626.9387,823134.3222,959429.1969,1152820.348,1150892.141,1104888.458,2037934.703,2037934.703
O53352,568596.3879,913591.6373,539509.193,1126455.046,724411.8272,720187.707,725578.9461,1349228.559,360805.6259,2144542.534,1938573.803,1391591.489,1893886.135,361350.0526,2052531.191,1030876.275,1030876.275,361899.6259,952300.3798,1822636.775,542330.3013,1117641.174,963218.0577,1364783.256,903064.9553,903064.9553,760713.3614,360594.174,534247.3528,1346210.149,637601.6274,879563.3248,1348659.116,183802.0519,1364783.256,1364783.256,646036.3327,1981961.206,1986996.531,547988.4304,621223.2907,577318.6877,336268.5734,1330191.459,533664.001,358619.6568,1478865.879,509306.3975,549686.0901,439581.1431,1066229.821,1066229.821
O53356,469601.2843,403334.3351,472251.5504,130676.285,485795.982,353006.5164,778252.1217,50169.10857,447202.7108,44337.18576,71976.20752,748319.0956,184224.8831,392233.7368,62657.08359,798365.1459,798365.1459,447326.8918,904690.4866,116247.2957,341287.9628,860764.51,472541.3647,63067.04685,560467.5395,560467.5395,353684.2533,431437.7453,443029.1161,69193.92041,440949.8303,743604.7516,54006.61191,134124.1431,63067.04685,63067.04685,511052.3369,200166.513,158504.9789,63987.03206,548047.7499,520828.236,445734.3913,555452.1837,558479.3147,391223.6303,1315676.695,90840.82838,484609.2356,85372.97561,93834.82774,93834.82774
